"","V237","V10","V253","V22","V11","V46","V68"
"3183","40","Quite happy","Third step","7","Very good","6","7"
"3184","42","Very happy","Eigth step","9","Very good","3","8"
"3185","63","Quite happy","Sixth step","8","Good","8","9"
"3186","26","Very happy","Fourth step","8","Good","9","7"
"3187","42","Quite happy","Sixth step","9","Good","8","7"
"3188","22","Quite happy","Sixth step","6","Very good","5","7"
"3189","64","Not very happy","second step","5","Good","9","9"
"3190","42","Quite happy","second step","7","Good","5","3"
"3191","21","Quite happy","Lower step","4","Very good","A great deal","5"
"3192","60","Quite happy","Third step","8","Good","7","7"
"3193","36","Quite happy","Tenth step","8","Good","9","Satisfied"
"3194","28","Very happy","Seventh step","9","Fair","9","8"
"3195","56","Very happy","Fifth step","9","Good","7","4"
"3196","63","Quite happy","Sixth step","8","Good","7","Satisfied"
"3197","73","Very happy","Fourth step","Satisfied","Good","A great deal","6"
"3198","45","Very happy","Fourth step","8","Good","7","7"
"3199","35","Quite happy","Eigth step","Satisfied","Very good","9","8"
"3200","58","Quite happy","Third step","7","Good","5","5"
"3201","30","Quite happy","Seventh step","8","Good","8","7"
"3202","46","Not at all happy","Lower step","3","Poor","3","3"
"3203","39","Quite happy","Sixth step","8","Very good","8","8"
"3204","39","Very happy","Fifth step","9","Very good","8","8"
"3205","42","Quite happy","Tenth step","9","Good","8","9"
"3206","44","Quite happy","Sixth step","7","Good","7","5"
"3207","54","Quite happy","second step","8","Fair","8","7"
"3208","56","Quite happy","second step","7","Fair","7","8"
"3209","55","Quite happy","Tenth step","9","Good","9","9"
"3211","62","Quite happy","Third step","7","Good","5","7"
"3212","30","Quite happy","Eigth step","8","Very good","7","5"
"3213","58","Quite happy","Fourth step","8","Good","7","8"
"3214","37","Very happy","Nineth step","9","Good","A great deal","8"
"3215","64","Very happy","Fourth step","9","Good","7","8"
"3216","38","Very happy","Sixth step","7","Good","7","3"
"3217","77","Not very happy","Sixth step","9","Fair","5","9"
"3218","55","Quite happy","Lower step","9","Fair","A great deal","6"
"3219","40","Quite happy","Tenth step","8","Good","A great deal","8"
"3220","26","Quite happy","Third step","8","Very good","9","5"
"3221","67","Very happy","Sixth step","Satisfied","Good","6","9"
"3222","35","Very happy","Fourth step","Satisfied","Very good","8","9"
"3224","19","Quite happy","Lower step","9","Good","7","8"
"3225","40","Quite happy","Tenth step","8","Good","8","9"
"3226","24","Very happy","Seventh step","9","Very good","7","8"
"3227","58","Not very happy","Fourth step","6","Fair","7","Satisfied"
"3228","45","Quite happy","Lower step","6","Poor","8","4"
"3230","49","Quite happy","Sixth step","7","Good","6","7"
"3231","29","Quite happy","Third step","9","Good","8","8"
"3232","35","Quite happy","Sixth step","8","Good","8","7"
"3233","58","Quite happy","Third step","9","Good","8","7"
"3234","44","Quite happy","Sixth step","8","Very good","8","7"
"3235","47","Very happy","Eigth step","Satisfied","Very good","8","9"
"3237","56","Very happy","Fourth step","8","Very good","9","7"
"3238","30","Very happy","Seventh step","9","Very good","9","8"
"3239","35","Quite happy","Fourth step","8","Good","7","4"
"3240","50","Very happy","Fourth step","8","Very good","7","8"
"3241","24","Very happy","Lower step","9","Very good","8","8"
"3242","40","Quite happy","Fifth step","8","Good","8","9"
"3243","22","Not very happy","Lower step","7","Good","9","3"
"3244","54","Not very happy","Sixth step","7","Very good","8","5"
"3245","40","Quite happy","Third step","5","Good","4","8"
"3246","38","Very happy","Tenth step","9","Very good","8","9"
"3247","55","Quite happy","second step","8","Fair","7","8"
"3248","36","Very happy","Fourth step","2","Very good","A great deal","5"
"3249","55","Quite happy","second step","7","Fair","8","8"
"3250","18","Quite happy","Sixth step","9","Good","A great deal","8"
"3251","53","Very happy","Sixth step","9","Good","A great deal","2"
"3252","43","Quite happy","Sixth step","5","Good","6","4"
"3254","74","Quite happy","second step","7","Fair","5","6"
"3256","57","Quite happy","Fifth step","8","Fair","6","8"
"3257","69","Quite happy","second step","7","Good","A great deal","8"
"3258","49","Quite happy","second step","7","Fair","5","4"
"3259","73","Very happy","second step","8","Fair","9","9"
"3260","32","Very happy","Fifth step","8","Good","7","6"
"3261","49","Very happy","Lower step","8","Good","8","8"
"3262","49","Quite happy","second step","7","Fair","7","8"
"3263","79","Quite happy","Lower step","7","Fair","8","4"
"3264","55","Very happy","Sixth step","9","Fair","9","8"
"3265","39","Quite happy","Fifth step","8","Very good","7","8"
"3266","71","Quite happy","Lower step","8","Fair","7","Dissatisfied"
"3267","77","Very happy","Fourth step","8","Fair","8","Satisfied"
"3268","30","Quite happy","Sixth step","7","Good","A great deal","6"
"3269","43","Not at all happy","second step","Dissatisfied","Fair","2","Dissatisfied"
"3270","58","Very happy","Eigth step","Satisfied","Very good","9","9"
"3271","77","Quite happy","Lower step","8","Poor","7","8"
"3272","68","Quite happy","second step","6","Poor","8","6"
"3273","61","Quite happy","Third step","9","Fair","8","8"
"3274","77","Quite happy","second step","7","Fair","6","7"
"3275","72","Very happy","Third step","9","Very good","9","Satisfied"
"3276","49","Quite happy","Lower step","Satisfied","Very good","A great deal","Satisfied"
"3277","53","Not very happy","second step","3","Fair","6","6"
"3278","75","Quite happy","second step","Dissatisfied","Fair","8","Satisfied"
"3279","22","Very happy","Fifth step","9","Very good","9","8"
"3280","29","Not very happy","Third step","4","Good","2","2"
"3281","68","Quite happy","Seventh step","8","Fair","7","Satisfied"
"3282","63","Quite happy","Seventh step","8","Good","8","9"
"3283","17","Quite happy","Third step","8","Very good","3","9"
"3284","85","Quite happy","second step","Satisfied","Poor","9","Satisfied"
"3285","67","Quite happy","second step","8","Fair","8","8"
"3286","66","Not very happy","second step","4","Poor","5","4"
"3287","73","Quite happy","second step","7","Fair","6","8"
"3288","46","Quite happy","Seventh step","9","Good","8","9"
"3289","83","Very happy","second step","Satisfied","Good","8","Satisfied"
"3290","71","Quite happy","Lower step","8","Poor","9","6"
"3291","33","Very happy","Third step","9","Good","6","6"
"3292","58","Very happy","Eigth step","9","Good","7","8"
"3293","29","Quite happy","Fifth step","7","Fair","6","6"
"3295","56","Quite happy","Lower step","7","Fair","5","7"
"3296","62","Very happy","second step","Dissatisfied","Very good","9","Satisfied"
"3297","41","Very happy","Third step","Satisfied","Good","8","8"
"3298","55","Quite happy","Third step","8","Very good","8","8"
"3299","49","Quite happy","Seventh step","8","Good","8","7"
"3303","77","Quite happy","Third step","8","Poor","6","8"
"3304","21","Quite happy","Fifth step","7","Good","9","Satisfied"
"3305","55","Not very happy","Fourth step","8","Good","7","7"
"3306","42","Quite happy","Sixth step","9","Good","8","7"
"3307","30","Quite happy","Fifth step","8","Very good","8","7"
"3308","79","Quite happy","second step","4","Fair","7","8"
"3309","57","Very happy","Fourth step","Satisfied","Good","8","Satisfied"
"3311","63","Quite happy","second step","7","Good","7","6"
"3312","75","Quite happy","Third step","2","Fair","2","7"
"3313","47","Very happy","Fifth step","9","Good","7","9"
"3314","44","Quite happy","second step","8","Fair","9","8"
"3315","56","Quite happy","Fourth step","7","Fair","6","5"
"3317","35","Quite happy","Sixth step","8","Good","7","8"
"3318","20","Very happy","second step","8","Good","8","8"
"3319","26","Quite happy","second step","9","Good","9","7"
"3320","72","Not very happy","Third step","5","Good","A great deal","7"
"3321","59","Quite happy","Sixth step","8","Poor","6","5"
"3322","44","Quite happy","Third step","6","Good","5","4"
"3323","46","Not at all happy","Third step","5","Good","8","Dissatisfied"
"3324","44","Quite happy","Fourth step","8","Very good","8","7"
"3325","48","Quite happy","Sixth step","8","Fair","8","8"
"3326","20","Quite happy","Lower step","9","Very good","9","8"
"3328","58","Quite happy","Fourth step","9","Good","8","8"
"3330","52","Quite happy","Lower step","7","Fair","8","7"
"3331","41","Very happy","Fifth step","Satisfied","Very good","8","8"
"3332","73","Quite happy","Fourth step","9","Fair","8","8"
"3333","24","Quite happy","second step","8","Very good","A great deal","7"
"3334","66","Quite happy","second step","8","Fair","5","9"
"3335","38","Very happy","Nineth step","9","Good","8","7"
"3336","57","Quite happy","Tenth step","8","Poor","7","Satisfied"
"3337","44","Quite happy","Nineth step","8","Very good","8","Satisfied"
"3338","51","Quite happy","Seventh step","8","Good","7","8"
"3339","56","Quite happy","Fifth step","7","Fair","5","4"
"3340","22","Very happy","Third step","9","Good","7","5"
"3342","54","Quite happy","Fifth step","9","Good","5","8"
"3343","63","Quite happy","Fourth step","8","Fair","8","7"
"3344","70","Quite happy","Sixth step","8","Fair","8","9"
"3346","50","Quite happy","Fourth step","8","Fair","7","7"
"3347","31","Very happy","Seventh step","Satisfied","Very good","8","9"
"3349","33","Quite happy","Nineth step","8","Good","9","7"
"3350","34","Quite happy","Third step","7","Good","5","5"
"3351","24","Quite happy","Third step","9","Good","8","7"
"3352","37","Quite happy","Third step","7","Fair","7","8"
"3353","42","Not very happy","Third step","7","Poor","6","4"
"3354","27","Very happy","Third step","8","Very good","9","6"
"3355","77","Not very happy","Third step","8","Poor","7","8"
"3356","66","Quite happy","Fourth step","8","Good","8","7"
"3357","49","Very happy","Seventh step","Satisfied","Very good","9","9"
"3358","33","Quite happy","Fifth step","9","Very good","A great deal","Satisfied"
"3359","69","Quite happy","Third step","8","Fair","8","8"
"3360","64","Quite happy","Third step","Satisfied","Very good","A great deal","Satisfied"
"3361","47","Quite happy","Sixth step","7","Fair","8","6"
"3362","51","Quite happy","Sixth step","8","Good","8","3"
"3363","37","Very happy","Nineth step","9","Fair","7","7"
"3365","36","Very happy","Seventh step","8","Fair","9","6"
"3366","49","Quite happy","Eigth step","8","Good","8","8"
"3367","53","Very happy","Fifth step","9","Good","7","7"
"3368","54","Very happy","Fifth step","Satisfied","Very good","9","Satisfied"
"3369","50","Quite happy","Fifth step","8","Fair","9","6"
"3370","74","Quite happy","Lower step","7","Fair","4","4"
"3374","49","Quite happy","second step","9","Good","8","9"
"3375","85","Very happy","second step","8","Fair","5","7"
"3376","62","Not very happy","Fourth step","7","Poor","7","8"
"3377","59","Quite happy","second step","8","Good","5","9"
"3378","67","Quite happy","Sixth step","7","Fair","6","8"
"3380","59","Quite happy","second step","7","Fair","8","9"
"3381","71","Quite happy","Fourth step","Satisfied","Fair","6","8"
"3383","24","Quite happy","Third step","8","Good","6","7"
"3384","67","Quite happy","second step","9","Very good","4","Satisfied"
"3385","65","Not very happy","Lower step","Satisfied","Poor","5","9"
"3386","40","Quite happy","Fourth step","9","Good","7","7"
"3387","47","Not very happy","Sixth step","8","Fair","9","8"
"3388","74","Quite happy","second step","8","Fair","8","8"
"3389","69","Quite happy","Lower step","9","Fair","9","7"
"3390","56","Very happy","second step","Satisfied","Good","4","6"
"3391","36","Very happy","Third step","9","Good","A great deal","7"
"3392","64","Quite happy","Fifth step","8","Fair","6","5"
"3393","21","Quite happy","Seventh step","9","Good","8","4"
"3394","31","Not at all happy","Lower step","3","Poor","7","2"
"3395","79","Quite happy","Lower step","9","Fair","8","Satisfied"
"3397","46","Quite happy","Fifth step","7","Good","6","3"
"3398","62","Quite happy","Nineth step","8","Fair","9","8"
"3399","59","Quite happy","Sixth step","8","Fair","4","8"
"3400","34","Very happy","Eigth step","9","Very good","8","9"
"3401","72","Very happy","Third step","9","Good","9","Satisfied"
"3402","32","Quite happy","Fifth step","9","Good","9","8"
"3403","59","Very happy","Seventh step","Satisfied","Very good","8","Satisfied"
"3405","62","Very happy","Third step","9","Fair","8","8"
"3406","24","Very happy","Fifth step","2","Good","8","7"
"3407","72","Very happy","second step","Satisfied","Fair","A great deal","Satisfied"
"3408","28","Very happy","Third step","8","Very good","5","7"
"3409","46","Very happy","Fifth step","8","Very good","9","6"
"3410","25","Quite happy","Third step","8","Fair","8","9"
"3412","49","Quite happy","Nineth step","8","Good","7","8"
"3413","60","Quite happy","Fourth step","8","Fair","7","7"
"3414","69","Quite happy","Third step","7","Fair","6","7"
"3415","26","Very happy","Fourth step","9","Good","A great deal","9"
"3416","69","Quite happy","Fourth step","9","Very good","9","Dissatisfied"
"3417","65","Quite happy","second step","9","Good","8","7"
"3418","32","Not very happy","Sixth step","5","Good","7","7"
"3419","26","Quite happy","Third step","8","Good","9","8"
"3420","18","Very happy","Lower step","9","Good","8","9"
"3421","54","Very happy","Seventh step","8","Fair","9","9"
"3422","25","Quite happy","Third step","8","Good","7","8"
"3423","62","Quite happy","second step","9","Good","8","8"
"3424","41","Very happy","Seventh step","9","Good","7","8"
"3425","53","Very happy","Eigth step","Satisfied","Good","8","9"
"3426","60","Quite happy","Eigth step","8","Very good","7","7"
"3427","34","Very happy","Fifth step","9","Very good","9","8"
"3428","56","Quite happy","Third step","9","Very good","8","9"
"3429","30","Very happy","Fifth step","9","Very good","8","8"
"3430","48","Quite happy","Third step","8","Fair","7","7"
"3431","37","Quite happy","Fifth step","8","Good","8","9"
"3432","22","Quite happy","Lower step","8","Good","7","4"
"3433","60","Quite happy","Lower step","9","Good","9","9"
"3434","78","Quite happy","second step","9","Fair","8","8"
"3435","32","Quite happy","Fourth step","8","Good","8","7"
"3436","32","Quite happy","Sixth step","9","Very good","8","9"
"3437","61","Quite happy","Sixth step","9","Good","8","9"
"3438","61","Very happy","second step","8","Fair","9","8"
"3439","47","Quite happy","Nineth step","9","Very good","9","8"
"3440","55","Very happy","Fourth step","9","Fair","6","Satisfied"
"3441","21","Very happy","Lower step","9","Good","9","7"
"3442","41","Quite happy","Eigth step","9","Very good","A great deal","8"
"3443","46","Quite happy","Third step","9","Good","9","8"
"3444","35","Very happy","Nineth step","9","Good","9","9"
"3445","26","Quite happy","Lower step","8","Good","7","7"
"3446","39","Very happy","Seventh step","9","Very good","9","8"
"3447","58","Quite happy","Nineth step","8","Good","8","8"
"3448","41","Very happy","Seventh step","9","Good","8","8"
"3449","61","Quite happy","Sixth step","9","Good","7","9"
"3450","47","Quite happy","second step","7","Good","6","3"
"3454","77","Very happy","second step","Satisfied","Good","5","Satisfied"
"3455","38","Quite happy","second step","9","Good","3","6"
"3456","69","Quite happy","Third step","9","Fair","A great deal","Satisfied"
"3457","30","Very happy","Third step","Satisfied","Very good","8","9"
"3458","73","Quite happy","Sixth step","Satisfied","Fair","4","9"
"3459","38","Very happy","Eigth step","Satisfied","Very good","2","8"
"3460","56","Very happy","Nineth step","Satisfied","Very good","A great deal","9"
"3461","27","Very happy","Seventh step","9","Very good","9","9"
"3462","36","Quite happy","Fifth step","6","Fair","7","5"
"3463","22","Very happy","Lower step","Satisfied","Good","7","8"
"3464","61","Very happy","Lower step","7","Poor","8","5"
"3465","64","Quite happy","second step","9","Poor","7","9"
"3466","38","Very happy","second step","9","Good","6","7"
"3467","42","Quite happy","Sixth step","9","Very good","7","7"
"3468","48","Quite happy","Fourth step","8","Fair","7","8"
"3469","83","Very happy","second step","9","Poor","7","8"
"3470","73","Quite happy","Lower step","6","Fair","4","8"
"3471","65","Quite happy","Fourth step","6","Fair","7","8"
"3472","21","Very happy","Lower step","Satisfied","Fair","5","Satisfied"
"3473","29","Quite happy","Lower step","6","Fair","6","Dissatisfied"
"3474","25","Very happy","Fourth step","Satisfied","Good","8","9"
"3475","43","Very happy","Seventh step","Satisfied","Good","8","Satisfied"
"3476","50","Very happy","second step","7","Poor","4","4"
"3477","83","Quite happy","second step","7","Fair","6","7"
"3478","18","Quite happy","Seventh step","9","Good","9","8"
"3479","69","Quite happy","Third step","9","Good","8","9"
"3480","55","Quite happy","Lower step","8","Good","8","7"
"3481","50","Quite happy","Third step","7","Fair","7","4"
"3482","38","Quite happy","Sixth step","8","Good","5","8"
"3483","61","Quite happy","second step","8","Good","5","8"
"3485","69","Quite happy","second step","3","Good","8","7"
"3486","80","Quite happy","Lower step","8","Good","7","8"
"3487","32","Very happy","Third step","9","Very good","8","6"
"3489","55","Very happy","second step","8","Fair","A great deal","8"
"3490","69","Quite happy","second step","6","Fair","8","7"
"3492","62","Not at all happy","Third step","9","Good","9","Satisfied"
"3493","42","Very happy","Fifth step","9","Good","A great deal","8"
"3494","36","Quite happy","Eigth step","8","Very good","9","8"
"3495","72","Quite happy","Fourth step","7","Fair","2","9"
"3496","46","Quite happy","Sixth step","9","Good","8","8"
"3498","78","Quite happy","Fifth step","2","Fair","A great deal","Dissatisfied"
"3499","43","Quite happy","Lower step","7","Good","6","5"
"3500","57","Quite happy","Seventh step","9","Very good","9","9"
"3501","74","Quite happy","Third step","9","Poor","3","7"
"3502","29","Quite happy","second step","8","Good","8","3"
"3503","64","Not very happy","second step","6","Poor","3","8"
"3504","80","Quite happy","Third step","7","Poor","7","7"
"3505","60","Very happy","second step","9","Fair","5","5"
"3506","62","Quite happy","Lower step","9","Good","7","5"
"3507","48","Quite happy","Eigth step","Satisfied","Very good","A great deal","Satisfied"
"3508","32","Quite happy","Fifth step","9","Good","6","8"
"3509","58","Quite happy","Fifth step","9","Fair","8","Satisfied"
"3510","40","Quite happy","Lower step","8","Fair","8","9"
"3511","79","Very happy","Fourth step","8","Fair","9","Satisfied"
"3512","39","Quite happy","Third step","8","Fair","7","8"
"3513","37","Quite happy","Third step","8","Good","9","9"
"3514","35","Quite happy","second step","8","Good","8","8"
"3515","56","Quite happy","Sixth step","7","Fair","7","8"
"3516","55","Quite happy","Sixth step","9","Very good","8","9"
"3517","83","Quite happy","second step","9","Good","8","8"
"3518","54","Very happy","Sixth step","9","Fair","6","Satisfied"
"3519","80","Quite happy","Third step","5","Fair","7","8"
"3521","40","Very happy","Fifth step","9","Good","9","8"
"3522","20","Not very happy","second step","6","Fair","A great deal","Satisfied"
"3524","21","Very happy","Lower step","8","Fair","6","7"
"3525","37","Very happy","Third step","9","Good","8","9"
"3526","74","Very happy","Lower step","9","Fair","8","8"
"3528","80","Very happy","second step","Satisfied","Fair","8","Satisfied"
"3532","71","Quite happy","Third step","8","Good","6","9"
"3533","33","Not very happy","Seventh step","7","Fair","8","8"
"3534","28","Quite happy","Seventh step","8","Good","8","9"
"3535","77","Quite happy","second step","9","Poor","9","7"
"3536","23","Very happy","second step","9","Good","8","7"
"3537","75","Quite happy","second step","8","Good","8","9"
"3538","42","Quite happy","second step","8","Very good","6","Dissatisfied"
"3539","61","Quite happy","Third step","8","Poor","8","9"
"3540","57","Quite happy","Fifth step","8","Good","7","8"
"3541","66","Quite happy","second step","9","Fair","7","8"
"3542","71","Quite happy","Seventh step","7","Fair","9","Satisfied"
"3543","53","Quite happy","Third step","8","Fair","7","8"
"3544","37","Very happy","Fourth step","8","Good","8","5"
"3545","68","Very happy","Fourth step","8","Fair","None at all","8"
"3546","53","Not very happy","Third step","6","Poor","9","7"
"3547","86","Quite happy","second step","9","Good","6","Satisfied"
"3548","72","Quite happy","Third step","Satisfied","Fair","8","8"
"3549","55","Very happy","Fourth step","8","Fair","9","8"
"3550","44","Very happy","Fourth step","9","Very good","8","7"
"3551","48","Not very happy","Sixth step","6","Fair","6","8"
"3552","32","Quite happy","Fourth step","8","Fair","6","3"
"3553","39","Quite happy","Lower step","7","Good","7","3"
"3554","62","Quite happy","Nineth step","8","Good","7","9"
"3555","40","Not at all happy","Fourth step","2","Fair","None at all","4"
"3556","56","Not very happy","Fifth step","5","Fair","7","8"
"3557","33","Quite happy","Third step","8","Good","6","4"
"3558","39","Quite happy","second step","4","Fair","5","7"
"3559","69","Quite happy","Sixth step","8","Good","7","Satisfied"
"3560","73","Quite happy","Fourth step","8","Poor","5","7"
"3561","55","Not at all happy","Sixth step","2","Fair","8","Dissatisfied"
"3562","53","Quite happy","Lower step","7","Fair","7","7"
"3563","41","Quite happy","Lower step","5","Good","6","2"
"3564","56","Quite happy","Lower step","8","Very good","None at all","4"
"3565","32","Quite happy","Third step","8","Very good","9","6"
"3566","54","Quite happy","Seventh step","8","Good","7","7"
"3567","57","Quite happy","Fifth step","8","Good","7","4"
"3568","37","Very happy","Eigth step","Satisfied","Very good","5","7"
"3569","78","Not very happy","second step","8","Fair","6","8"
"3570","56","Quite happy","Fifth step","9","Fair","8","9"
"3571","43","Quite happy","Fourth step","9","Fair","A great deal","4"
"3572","57","Quite happy","Lower step","4","Fair","4","4"
"3573","36","Very happy","Fourth step","7","Fair","7","4"
"3575","64","Very happy","Fifth step","Satisfied","Fair","A great deal","5"
"3576","80","Very happy","Third step","Satisfied","Fair","6","7"
"3577","49","Very happy","Seventh step","9","Good","8","7"
"3579","33","Quite happy","Seventh step","8","Good","A great deal","7"
"3580","41","Quite happy","Third step","8","Good","8","8"
"3581","75","Quite happy","second step","8","Fair","7","9"
"3582","62","Quite happy","Sixth step","5","Good","9","8"
"3583","58","Quite happy","Third step","Dissatisfied","Fair","8","Satisfied"
"3584","41","Not very happy","second step","3","Poor","7","4"
"3585","60","Quite happy","Nineth step","7","Fair","7","9"
"3586","61","Very happy","Tenth step","9","Good","6","Satisfied"
"3587","76","Quite happy","Fourth step","9","Very good","9","Satisfied"
"3588","40","Very happy","Fifth step","Satisfied","Fair","9","8"
"3589","70","Quite happy","Third step","Dissatisfied","Fair","6","Satisfied"
"3590","54","Quite happy","Fourth step","6","Very good","8","Satisfied"
"3591","42","Very happy","Third step","9","Good","9","6"
"3592","56","Quite happy","Third step","7","Fair","5","7"
"3593","72","Quite happy","Fourth step","7","Fair","8","5"
"3595","72","Quite happy","Lower step","9","Fair","7","5"
"3596","45","Quite happy","Eigth step","9","Very good","8","Satisfied"
"3598","21","Very happy","Eigth step","9","Very good","7","7"
"3599","28","Quite happy","second step","8","Fair","9","6"
"3600","50","Quite happy","Third step","8","Good","8","8"
"3601","60","Quite happy","Tenth step","8","Good","7","7"
"3602","39","Quite happy","Lower step","Satisfied","Fair","A great deal","6"
"3603","50","Quite happy","Third step","7","Fair","9","2"
"3604","48","Very happy","second step","Satisfied","Good","9","5"
"3605","65","Quite happy","second step","8","Fair","7","9"
"3606","62","Quite happy","Sixth step","Satisfied","Good","7","Satisfied"
"3607","50","Quite happy","Seventh step","8","Good","8","8"
"3608","54","Quite happy","second step","8","Good","A great deal","Satisfied"
"3609","43","Quite happy","Fourth step","8","Good","8","7"
"3610","48","Very happy","Sixth step","8","Very good","7","8"
"3611","31","Quite happy","Fifth step","9","Very good","8","5"
"3612","58","Not very happy","Seventh step","8","Poor","6","7"
"3613","28","Very happy","Seventh step","9","Very good","8","8"
"3614","59","Very happy","Third step","Satisfied","Fair","A great deal","Satisfied"
"3615","76","Quite happy","Lower step","8","Very good","8","5"
"3616","19","Quite happy","Third step","9","Very good","9","7"
"3617","21","Very happy","Nineth step","Satisfied","Good","None at all","Satisfied"
"3620","49","Quite happy","Fourth step","8","Good","9","4"
"3621","45","Quite happy","second step","9","Poor","7","4"
"3622","46","Quite happy","Lower step","5","Poor","8","4"
"3623","41","Very happy","Third step","8","Very good","5","5"
"3624","33","Very happy","second step","Satisfied","Good","A great deal","6"
"3625","40","Quite happy","Third step","8","Very good","A great deal","8"
"3626","47","Very happy","Third step","8","Fair","8","8"
"3627","53","Quite happy","second step","8","Good","8","3"
